"name","mz","rt","QC36","QC37","QC38","QC39","QC40","QC41","QC42","QC43","QC44","QC45","QC46","QC47","QC48","QC49","QC50","QC51","QC52","QC53","QC54","QC55","QC56","QC57","QC58","QC59","QC60","EC0552","ECA111","EC7274","EC618","EC619","ECA168","ECA225","EC6840","EC6857","EC6926","ECA004","EC0628_1","ECA162","EC7135","ECA424","EC625","ECA222","EC7514","EC8551","EC7087","ECA220","EC6953","ECA507","ECA201","ECA102","ECA1088","EC0909","ECA504","EC7064","EC656","EC7570","EC0753","ECA137","ECA1161","EC7490","ECA301","EC6849","ECA100","EC6864","EC6988","EC7031","ECA299","EC7482","EC636","EC738","EC0890","EC7470","EC6951","EC686","EC0356","EC7060","EC7025","ECA195","EC687","ECA188","EC628","EC7143","EC611","EC7354","EC7279","EC4A1168","EC6938","EC7084","EC7340","EC7139","EC620","EC6812","ECA097","EC595","EC0848","EC7511","ECA041","EC7327","EC7179","EC298","EC6843","EC655","ECA297","ECA176","EC632","EC0788","ECA328","ECA287","EC237","ECA125","EC7515","ECA038","ECA120","EC0239","ECA1143","EC7320","ECA217","EC7101","EC7492","ECA239","EC7351","EC7392","EC7276","ECA214","EC7009","EC189","ECA408","ECA212","EC0114","ECA126","ECA121","EC0214","ECA286","EC7063","EC7384","EC627_1","EC6934","EC6907","ECFC145","EC7454","ECA107","EC6758","EC7355","EC6913","ECA210","EC7285","ECA573","EC7341","ECA327","EC7502","ECA098","ECA197","ECA169","ECA288","EC616","ECA642","ECA537","EC7286","ECA290","ECA193","EC0858","ECA405","EC6809","ECA407","ECA167","EC6915","EC7183","EC0364","ECA108","EC7028","EC0466","ECA425","ECA1070","EC7282","EC6775","EC302","EC6850","ECA106","EC7507","EC735","EC7070","EC623","EC7184","EC577","EC0830","EC0576","ECA508","EC612","EC7393","EC6993","EC633","ECA110","EC0864","ECA574","EC6945","ECA418","EC7383","EC653","EC7114","EC1A1079","EC711_1","EC0547","EC0628_2","EC7326","EC646","EC0681","ECA186","ECA143","EC733","ECA103","ECA022","EC7061","ECA1142","ECA216","ECA024","ECA415","EC6851"
"M760T477",759.5723268,477.139,NA,1613882.109,NA,2719144.959,5924061.582,NA,2300887.924,2840320.245,5449879.703,734407.6152,863199.0309,NA,6152816.911,NA,1669713.656,NA,NA,NA,NA,NA,3874945.593,767467.92,1713714.465,NA,4530366.687,NA,9652451.591,NA,7198893.542,8603662.36,8433010.212,7675473.805,NA,5171849.482,7079519.504,8278012.855,5760739.93,8348349.11,NA,4179135.928,NA,6411761.553,5984420.921,NA,4385848.081,6490000.381,870551.9365,8400116.242,6696685.283,5913338.649,5902945.577,NA,NA,5062070.516,8709328.947,NA,NA,NA,4719883.9,NA,5249609.036,5817064.259,8279254.333,NA,6792681.084,5074077.868,NA,4313568.942,12084448.9,7296928.586,NA,NA,5326728.842,10516847.09,NA,5586355.734,NA,3838957.614,2922944.264,7530212.219,7710629.873,6066041.857,7486344.692,NA,7004438.278,NA,6433755.965,6558462.51,NA,6153928.267,7099855.16,NA,NA,7701365.525,NA,NA,NA,5071857.067,NA,5078052.141,6164968.832,6242963.894,5453880.138,5491379.729,6066856.422,NA,6925219.391,6286366.82,NA,5643404.51,5458832.381,4490087.716,7450017.79,NA,5513665.797,4281157.289,NA,4172033.437,4928559.669,5571807.992,NA,4107216.726,5539882.126,NA,4952118.535,6674102.643,6221026.158,NA,1949569.937,3838074.829,5720163.802,NA,5720320.387,NA,5973614.996,NA,5888370.982,4235192.278,NA,4370897.552,NA,NA,3441213.127,4075081.683,4521803.683,NA,6439870.123,5959237.327,3717659.238,NA,6049481.316,4352736.24,3010442.485,5631913.273,5893498.935,NA,7095748.154,4329881.601,6714808.383,6441214.629,NA,4668936.782,NA,7034211.356,7302199.391,7104411.431,6678602.675,4582460.643,7175263.521,4179463.899,NA,NA,NA,5548876.453,2779683.545,4156901.911,4745365.617,5953973.219,5264869.908,6131901.078,5883747.552,NA,NA,2061609.268,NA,2586382.106,5151009.875,6351514.842,NA,8684803.94,6002895.289,7069695.962,NA,6269112.57,5164313.941,NA,4820522.576,6211084.897,5023617.097,NA,5217063.639,5763798.516,5069523.534,5009181.989,6706997.409,NA,NA,2263217.554,7054700.507,5295093.887,7315803.331,NA,5044326.591,5053117.487,NA,NA,NA
"M760T493",759.5724829,493.27,18388720.19,NA,3791196.205,3595181.431,NA,NA,854955.283,NA,NA,NA,936858.0239,NA,NA,734976.1521,NA,NA,NA,NA,5949326.67,5826263.113,NA,NA,738813.6878,2568538.124,1434317.41,14238518.63,4536167.203,NA,1326917.037,NA,1723146.385,5023212.071,NA,NA,2625578.935,5363211.341,2248742.064,395561.519,7001854.458,4011198.643,3485863.87,3528955.37,NA,NA,1456755.403,3979066.693,NA,NA,NA,359691.0598,NA,NA,3810505.706,NA,5398111.777,NA,NA,4333957.972,NA,NA,5048253.345,NA,NA,9621276.094,NA,2230017.942,4536394.337,NA,NA,5291032.855,NA,NA,2064689.538,NA,NA,2191060.807,NA,3175947.376,3354488.468,4513539.7,3946124.964,NA,NA,2608565.791,2562857.019,NA,NA,NA,NA,2596781.115,2613297.457,NA,NA,NA,NA,NA,NA,2075076.68,NA,1744092.551,NA,NA,NA,3467708.394,NA,NA,NA,NA,NA,NA,NA,2874822.463,3719581.013,NA,NA,NA,5810604.981,1461337.458,NA,NA,NA,1499833.117,2061458.887,2892471.176,1852751.745,3941305.56,3630022.708,3942214.697,1294364.787,2023631.086,NA,NA,178122.2916,NA,NA,NA,NA,1933871.808,NA,NA,NA,NA,NA,NA,2467518.409,NA,NA,1963108.89,2660167.942,2459877.507,2746345.482,2398717.021,NA,3361352.345,2486560.269,4660026.211,3998022.63,1294228.839,3258141.907,3230082.833,NA,2142544.906,NA,1756906.08,NA,2647864.826,2414549.941,NA,NA,NA,NA,NA,NA,1867207.338,2200852.271,NA,1999827.758,3207867.286,NA,1453316.125,2357859.122,2733316.777,NA,NA,2146517.975,2422482.241,1685647.854,NA,1314922.913,NA,3317694.027,3141263.12,NA,NA,1777559.403,3860778.245,NA,NA,NA,NA,2957458.785,2692291.79,1841561.527,1641284.53,1976609.725,1854424.722,NA,3621526.867,2651211.76,3123607.858,2989939.921,2009372.96,218938.9936,NA,NA,NA,1860577.438
"M760T549",759.5720068,549.0455,654744.7368,441492.7097,NA,NA,1091415.159,NA,NA,NA,1256996.937,NA,NA,368490.791,1108633.081,NA,478886.6462,NA,1014427.427,NA,555576.9449,NA,557507.7955,NA,NA,NA,NA,495404.1423,NA,345003.8234,366266.2018,400777.2447,295663.5385,408934.7554,272207.1814,NA,NA,NA,NA,646129.5607,302511.2355,NA,NA,NA,NA,NA,NA,NA,NA,NA,472781.0257,786454.3175,NA,NA,NA,NA,NA,NA,504313.0645,NA,NA,NA,NA,NA,568921.2929,406995.3902,162742.5403,NA,NA,NA,NA,974779.9948,NA,514964.9039,324126.7012,NA,NA,NA,NA,NA,1018181.605,731932.5415,980464.542,NA,NA,NA,NA,NA,NA,NA,806975.7509,NA,NA,NA,NA,NA,673533.3821,NA,266467.6694,NA,1275347.774,NA,NA,933149.9614,530854.3323,504441.5188,NA,NA,NA,1094626.239,900876.1309,833099.5341,NA,NA,667191.4925,NA,958985.7691,812779.7899,1050499.1,867112.5659,NA,404166.1405,NA,1005992.481,NA,841348.2506,759793.3921,868661.6418,535943.7039,NA,356353.493,629174.503,588689.0282,NA,769823.4131,784434.4681,NA,701800.0535,535460.7765,NA,863166.5739,NA,552998.8502,NA,NA,NA,NA,NA,1027228.984,1220286.907,1020195.48,1009050.853,675249.9157,577833.2886,580975.7755,872131.3279,945354.4369,968549.0678,583760.7978,487974.307,562331.7976,331854.5617,NA,971595.6163,NA,1003140.193,964724.5595,1388091.295,NA,592516.4779,709209.5445,NA,NA,953433.7836,861335.4733,894589.3934,NA,NA,NA,1051198.317,NA,997685.4066,732851.8856,548628.1423,811267.028,NA,462009.1038,NA,NA,855688.7467,756221.5352,NA,514408.8178,456663.9704,NA,NA,NA,726791.8695,NA,780595.5993,NA,NA,470728.5076,1022794.505,NA,879099.1775,874964.8345,NA,879729.0177,NA,NA,971725.4738,1141509.443,NA,NA,NA,701824.714,646836.9572,510305.7563
"M760T426",759.5727333,425.5,1773330.289,NA,NA,NA,2831904.283,527682.6934,NA,NA,NA,441249.7257,1162776.272,1445658.007,2899212.694,NA,NA,1741561.59,3039262.667,NA,1033958.317,NA,NA,NA,NA,NA,2680034.257,NA,4026441.353,NA,3141970.107,3275775.166,2969446.674,2583180.461,3050439.183,2208110.89,NA,NA,NA,3291371.325,NA,NA,2629376.385,2732711.814,2928024.788,2782833.6,NA,2832461.974,NA,3725665.664,NA,2594332.872,2245220.862,NA,2682730.1,3371056.477,3555100.782,2829581.934,NA,NA,NA,NA,NA,NA,2988865.718,NA,NA,NA,NA,2611747.382,NA,3459403.838,NA,2899194.245,1620249.252,NA,NA,3208951.065,3278249.221,1731523.824,NA,NA,NA,NA,NA,4337974.119,4304821.008,2904277.748,NA,NA,3521735.206,NA,3593327.903,NA,3893431.55,NA,NA,2691483.694,NA,2261066.802,NA,3123982.836,3479820.489,3594726.746,NA,NA,2614163.795,3300649.916,4053430.407,NA,NA,2661544.783,NA,NA,3077295.691,NA,2794189.072,NA,2876194.14,2605946.649,NA,2848906.567,3247117.92,NA,3101513.944,NA,NA,3137741.074,3701815.089,NA,NA,1515906.391,3053625.384,NA,NA,2271870.662,2425234.227,NA,NA,2028636.166,NA,3309073.851,NA,2072450.563,3107688.728,NA,2402523.761,NA,NA,NA,3419820.75,NA,3299763.954,3044202.375,2780848.493,3735607.741,NA,2945049.854,3230985.605,2502326.34,2479262.851,2295135.034,1033480.814,NA,3190382.785,NA,2921270.944,4215484.376,4003233.772,NA,NA,NA,NA,NA,2082869.162,3151802.294,NA,2217918.275,1040621.024,2587293.893,NA,NA,NA,NA,3525272.876,1224014.402,NA,2906686.766,2665952.653,NA,NA,NA,NA,NA,2685023.839,NA,2813465.957,NA,2745188.151,2871013.85,1587385.491,NA,NA,2751537.007,3400357.526,2561243.75,NA,2527429.486,3183950.593,3555623.563,NA,1990103.991,3340516.145,3673440.676,2192352.817,2344426.18,NA,NA,NA
"M760T239",760.4613467,239.029,1891902.447,1899038.62,1733273.511,1776458.292,1658941.928,1707232.58,1687518.502,1722092.265,1692078.281,1922746.706,1895190.106,2012630.526,1802583.788,1898629.846,2107628.583,1666857.617,1781868.822,1700918.87,1674522.184,1830596.106,2176400.579,1806928.832,1950349.554,1748414.042,2171171.27,3197438.2,NA,2067704.017,NA,NA,NA,NA,2443260.023,2051368.584,1817430.096,NA,2291091.215,NA,1884358.813,NA,NA,NA,2405211.404,2823062.13,2468623.521,NA,2123905.674,NA,NA,NA,2659346.274,2319828.684,NA,2429400.045,NA,2548224.006,2111793.267,NA,2310206.276,2542941.973,NA,1826943.595,NA,1850894.382,1360042.843,1229142.909,NA,2892249.507,39465.23178,NA,2210437.244,2226001.428,951540.0487,NA,2443183.03,2084660.71,1676217.164,NA,NA,NA,NA,1680615.349,1175112.131,1952582.038,2103297.545,3575617.266,1818741.416,1659066.522,1584030.351,1730969.343,29708.53734,2008415.286,NA,1268099.622,1997593.041,2175024.068,NA,2236097.721,2065706.577,2824998.292,2419563.216,NA,NA,NA,NA,2289800.095,NA,NA,1320629.767,NA,2142183.536,NA,NA,2723729.066,2294007.561,2017704.533,NA,2363501.095,2471413.183,NA,2514174.424,3056548.924,1505535.205,NA,3100418.036,NA,NA,NA,NA,NA,NA,1978228.087,NA,2071093.052,2317294.397,NA,2655395.165,2084487.879,2259371.48,2367658.965,3525.811254,1866463.946,3147460.933,3414905.856,5848.741699,2409047.381,2875.729617,1673088.469,NA,1698653.134,NA,NA,NA,NA,1190258.861,NA,NA,2453203.183,NA,NA,2504299.774,NA,1375647.689,NA,NA,1838094.454,2061031.597,2915903.786,NA,2466008.079,2056788.389,NA,2439765.613,1961090.97,1997010.616,2440725.955,1851988.163,NA,2322818.507,NA,1091624.111,NA,3487604.275,1601872.977,2645865.282,3952074.19,NA,1541480.134,2842495.017,2191804.665,NA,NA,2157306.878,1279040.34,2114449.509,NA,2262595.62,NA,1102323.598,2385177.643,NA,1972464.734,2091285.229,2612025.918,NA,2719654.465,NA,NA,NA,NA,NA,2018845.305,2228380.22,NA,NA,NA,2197883.656
"M761T406",760.5811716,405.742,358668.7689,596153.9958,1053510.1,1074000.199,1370273.303,432027.6784,563672.2099,394590.7368,830890.553,428402.7193,418303.6086,528033.7639,797823.5088,381879.0373,516632.7413,577305.5055,785080.2006,328562.9876,429138.7676,443621.7149,582384.6261,747802.5002,493851.2727,496363.3056,710023.9192,382695.3384,379424.2474,340040.1704,312066.8916,339404.5663,341014.1233,501334.2635,525514.9424,591327.5384,772735.6728,736205.4306,NA,713827.8912,NA,560789.8593,618174.9415,691432.3927,773574.178,733611.8892,683893.1287,691359.2937,566541.4028,747922.6184,595512.8225,736091.8847,625189.7717,634351.1025,707079.8544,513215.5954,676757.0948,1233409.121,616227.8571,699055.9172,571430.2652,442000.6242,644660.5133,514837.7181,545440.6488,602322.7774,NA,332951.7012,799108.7371,NA,NA,711621.67,189415.2307,477946.1866,731941.5846,658701.4091,750079.0382,764020.5069,887480.5396,532797.6379,640078.3739,604847.6898,642200.7229,695589.1975,NA,861473.906,989702.5078,619443.4117,789576.1555,1718632.656,2193768.916,950019.6149,936676.47,1067501.655,966706.4598,598585.3801,699209.2841,621189.8321,702709.7699,726218.5004,870158.491,729490.2781,806472.5774,724956.8202,482387.4671,453181.3535,NA,1480896.592,862478.3376,914995.8186,1246365.013,655872.3556,1280544.409,558257.6377,590925.2192,1069381.892,414476.3639,557595.8596,684117.469,621632.7602,578307.0101,570758.6198,603117.5805,NA,780936.941,723356.0924,1224199.077,425017.661,585858.589,589795.7155,737751.2108,567775.8123,755257.7835,659001.9381,755067.6235,572504.7691,527949.9391,411948.1487,376711.898,585328.0298,1528376.156,611751.2217,887220.1673,640639.5052,484475.2701,927461.9759,477956.2512,1095427.569,801310.9578,943824.8337,861649.524,702102.8249,673636.1003,552170.6514,557140.1061,862923.6939,NA,742771.6468,688955.7647,468182.1546,597301.1913,679367.1982,1009482.273,570759.821,638020.6681,599082.108,624871.6526,632267.526,399768.3012,527498.1858,650189.5998,555389.7076,1527104.931,623869.584,629860.9572,1601923.445,1293384.42,540745.4298,NA,715889.3686,687749.2282,681607.9253,592597.0274,648317.2363,528442.4464,NA,618117.0697,783430.9477,666770.1087,1238538.233,2225003.906,537317.0823,429074.8778,589570.2463,685872.5119,645196.9175,741689.0981,873197.8556,912333.1741,764693.881,1075020.368,424446.9065,568465.7002,700314.9038,1598610.387,765407.3606,729095.2577,1173175.636,589290.6513,662247.5793,704075.6951,643893.1722,818796.6673,899432.3754,670452.3124,650868.7364,644846.2646,582714.9779,625004.0616
"M761T646",760.5817632,645.718,541678.9095,1015367.133,864805.6294,1321605.211,1231068.381,1045166.837,1189309.328,1252655.57,1677568.128,1178234.841,751940.2633,882666.5201,1539918.705,1015054.839,1115772.053,1092068.908,1443830.505,944779.5912,696114.1068,1162206.12,927427.9079,893607.1129,980790.7439,899535.8066,1143262.181,527177.1264,470059.4869,433331.4135,326374.0227,379002.2802,778095.6412,1167811.69,1222478.753,1304029.661,1355541.08,907313.1333,1249379.504,848932.5515,941125.6759,1100347.946,1300453.97,1473588.411,1424925.057,1309333.43,913282.0984,1106913.25,1240822.494,864764.6095,1323484.593,1351084.656,1258725.065,982066.6557,972818.1234,1152205.458,1026700.643,1034925.345,834789.7268,1234160.865,1288614.647,1243985.952,776959.5428,998466.5943,1165720,1440280.851,825033.227,1494383.161,1409828.494,1351831.935,1236944.001,999553.1963,818029.0184,1066189.749,1351506.727,1339348.334,1424830.367,1014207.997,1066532.797,1233948.332,1125654.86,1140831.236,1372561.464,1171911.797,1345905.719,1761259.599,NA,1387396.473,1321693.15,1846963.23,1796180.102,1541548.868,1823324.331,1603168.057,NA,1354904.707,1086771.837,848811.5395,948119.1725,1077042.744,1458764.861,1182813.481,1392549.021,987749.4311,854129.6368,1230222.52,879418.8997,991291.8226,1076503.163,1349776.063,1332559.602,1113005.019,872069.9682,1105940.657,1280366.622,1119309.66,1021328.719,1172463.933,907554.4414,1136539.888,642197.927,1114994.346,1292382.677,1233847.997,1340087.474,761888.7726,963192.0694,930078.6176,1059847.489,1136085.065,1040994.174,1297459.694,1301076.74,1182048.616,1131536.768,663437.2199,520669.6505,1049995.185,1016823.809,1418449.303,1238506.077,1229411.075,829363.1868,854738.9083,937834.3796,929961.4975,1402250.706,1356402.644,1442331.595,1562476.172,1292311.079,1243413.595,607529.5211,973860.4424,941828.3394,895081.9603,1187217.288,815190.1054,1002416.168,1038019.898,1323502.741,1067695.736,804885.6825,877974.7239,1030735.829,1057190.453,918099.6957,805101.7255,548684.1679,917171.5316,1152306.556,1252818.113,1214673.441,1124345.019,1215357.037,979381.491,868516.9852,652034.2666,1113134.63,992775.5153,1128181.832,721863.2266,1072482.249,1011941.723,859283.9533,1186669.888,1458038.593,711849.4349,1016241.45,1005648.796,897334.7543,566902.9633,1160625.837,882670.1065,816094.0269,1176013.816,1227008.929,1485621.585,1460162.904,567987.9555,646639.9494,675128.6569,1123949.341,1187226.001,1262106.891,1163167.082,978039.0632,1010826.139,949219.9966,1089125.956,1110824.458,1108518.146,1273670.993,950803.8941,741393.5421,980527.1847,552918.4839,795497.5632,918607.805
"M761T456",760.581659,455.7735,634483.6351,3501966.986,3194201.582,1145911.605,1063567.301,912863.665,1756200.235,5617559.763,1575273.724,5431113.876,2460344.063,1003722.755,2449729.953,6517846.95,5552005.549,1201248.227,1637940.614,NA,968731.7528,12525042.91,14211913.17,2134965.44,6559392.206,3096918.749,2694120.683,5209323.307,1240829.068,786176.0147,1069739.797,5740855.132,3279294.152,2214924.12,1240014.352,7017722.303,1265507.207,2189983.477,1198794.12,2367498.343,NA,1484222.018,3172826.39,9725964.302,1324303.759,1028400.308,182546.939,2906003.741,2638155.783,1680614.604,3475704.588,19527894.55,7790109.984,8462756.905,4529136.14,1034272.614,5160903.053,1407498.098,7566615.216,1785078.417,7794289.369,931241.3571,1623062.838,3192795.648,3809490.126,9087216.458,NA,NA,3841101.564,1143050.556,NA,2132768.432,7487582.934,180434.8803,1035268.006,1841613.817,1265638.298,1277501.095,156976.2539,1333409.091,9911988.84,7921402.285,1656089.358,3823160.895,8692133.647,2140957.262,1524217.671,8484741.479,9235036.415,1496925.733,1896777.989,1578034.784,20897347.85,12317099,22825187.14,9430770.877,9001494.176,8654302.505,11602204.37,5049398.592,2048095.026,1630602.566,1694661.564,4021629.849,1884099.117,8051961.764,2789002.077,8053592.038,3371321.029,3217415.436,1365685.052,1829374.307,1640955.389,1466349.947,2907132.707,6702973.649,7606470.735,6599043.363,1570262.014,1070436.674,4272143.723,563650.9747,202142.8107,1534488.419,341412.209,16538083.16,1414983.385,1635383.455,1405590.046,748683.1176,2499960.787,442355.267,1667819.417,7776841.671,3732607.19,3456546.198,1341396.102,1727480.681,3621325.283,3651412.605,2175496.182,8119592.156,1406429.274,1815810.369,855571.7969,875392.9015,8734841.766,831344.4675,4871216.369,1647826.71,5087347.281,4299880.387,2144696.662,7665806.769,2811229.687,1881643.647,1858028.504,5375939.915,4803487.392,1405962.011,10684049.3,2292530.084,1494566.695,2013130.439,8027100.831,1719493.205,8573057.732,7311318.529,5066750.418,813347.4477,4847459.305,5471545.99,8647549.518,16666169.11,14815692.53,1259553.376,3434615.21,6070668.23,1439708.151,4719547.186,7380060.491,9284304.534,1905205.654,4447422.738,2859202.195,970831.1204,9930841.77,1780893.136,1529175.735,5735871.96,6639668.9,7000752.001,9174063.849,1919421.275,9894941.115,1431131.846,1439829.357,6367898.01,280283.7999,2515709.038,2017798.332,6506315.713,1402360.15,3804848.852,2208280.904,1550249.585,1623095.723,3410900.105,4735610.334,1702143.7,9472109.454,4787149.541,397296.7159,3565644.139,1448166.784,2242010.946,8037654.78,11001399.15,8952190.804
"M761T386",760.5806993,386.234,NA,NA,432427.2101,436656.5716,601152.3548,NA,476441.953,NA,781275.2223,NA,NA,521182.8928,NA,NA,NA,499024.8071,685112.7894,NA,382959.5252,402679.4785,NA,287671.6183,NA,NA,NA,NA,NA,NA,NA,NA,566504.3029,999083.3459,546400.0772,542500.7689,648623.6471,934550.2013,1766665.551,884815.7258,NA,353471.5216,1210609.671,1326961.241,690784.7547,664580.7436,1311804.086,1343240.488,587569.7486,1350173.472,1029989.299,907758.6535,1822057.924,829277.2002,426534.8494,680953.6293,1222534.722,NA,NA,1410588.02,417962.085,580650.0571,1380328.341,599620.6749,402232.1855,600953.4163,NA,NA,1473787.215,1593452.906,NA,807873.5853,539312.3033,NA,236042.564,717427.9484,608663.9044,617677.3135,NA,1048794.49,489264.8412,487657.3281,1234501.613,NA,3167127.23,839901.5096,823812.1377,859540.9744,630240.5299,675440.3037,1080871.094,896366.7911,1830438.592,943802.8003,1845691.266,NA,NA,NA,692400.5429,648307.2459,852242.1703,1994280.894,767515.2514,1330196.784,518712.8043,1245767.803,NA,1030047.41,65291.31982,807082.1483,NA,1312792.707,NA,677413.1182,551912.1519,405146.0398,426598.6587,455018.4461,638387.8147,NA,NA,375335.4165,NA,3562212.9,755870.511,839172.2229,489785.6704,330936.5859,535019.7219,493850.3263,699689.6298,265816.9702,911718.5031,963672.9264,617558.7165,NA,NA,283271.7982,NA,NA,NA,NA,401786.6022,736916.3901,NA,322516.4241,336097.575,456097.0935,1541506.105,808818.1879,806331.0915,NA,594597.5931,315632.6147,557106.1518,828325.2539,NA,1392359.665,637326.4524,362049.5287,25206.49912,425525.421,476695.181,520407.8071,600255.2753,651206.2095,694605.4221,NA,NA,426696.3163,583328.9452,590585.6934,NA,1253223.927,NA,781552.7638,514217.7189,446791.8993,NA,1373774.119,630759.5086,709685.5839,NA,672725.6618,545169.5588,NA,1250541.826,405498.8751,727106.9648,NA,NA,404697.7813,405190.1797,554406.8626,NA,NA,NA,861657.0243,722594.3352,1479313.074,NA,433476.3592,572443.5787,1716360.277,671829.0868,616081.7874,680424.5347,522917.6353,472351.77,1247613.702,1434479.75,694874.9906,743256.5443,766725.913,2151066.508,716905.1059,507551.0149,468264.5777,NA
"M761T509",760.5809814,508.656,NA,1872751.615,1732016.384,1767273.648,422572.3385,2567230.855,NA,1401735.912,1064272.258,684700.1575,NA,1183867.826,1952204.033,898185.5911,1384301.497,1617747.678,961795.5689,NA,1486109.152,NA,NA,1457184.422,NA,140071.3268,2000930.085,NA,1261688.893,NA,1312800.35,705527.2216,1773170.896,439115.1606,3712939.173,3199641.506,3068715.208,2035308.367,873563.8258,1113388.322,976632.3339,1813063.468,2231618.407,1135859.322,3505602.842,2084990.486,2136727.372,1610582.907,1607099.479,2077405.082,1107426.426,NA,959178.093,1824599.76,1098107.82,3623183.054,1872526.995,2667329.816,928907.099,1052615.467,2064157.982,1640276.749,988754.8334,2725378.41,397227.6122,1271235.684,NA,1637409.739,1199297.773,2162527.961,NA,983874.7433,NA,4336049.571,1196270.766,2314580.211,5253901.093,7159046.886,3212193.188,1525404.105,1376538.305,304940.3384,2096839.321,1436312.543,NA,1786527.806,1721530.704,2883302.315,NA,1153329.146,3408978.272,1672685.938,NA,1753367.342,NA,NA,990382.935,NA,1840502.999,939662.5323,769760.8543,804751.6808,NA,661387.2381,666992.8904,443534.3372,NA,NA,797499.5286,892659.0314,835725.5185,793023.2486,2130203.709,322514.4154,2457675.832,NA,1260964.563,1377977.842,987316.7428,NA,2108618.901,1648918.655,848228.7006,NA,559536.4418,NA,1415074.014,1407708.32,1038554.261,1932333.204,1199434.637,791189.0646,859028.3413,738064.8621,1799223.623,1573212.742,1175074.053,668959.0434,1263184.917,695884.4744,837257.4828,NA,1264486.719,1426467.419,1277037.404,451365.5811,NA,2711199.953,964760.9389,1791015.181,774610.4812,1556951.008,1289682.627,1229085.916,1555130.687,914691.1596,NA,1179832.439,1033286.379,2656554.559,2479137.263,3751924.385,5108091.997,987419.9771,976880.1392,830692.4379,1870868.542,NA,871470.8423,4079544.822,2865317.849,1705717.96,NA,NA,NA,1955853.542,1407027.361,NA,2248693.777,821232.7163,1139909.195,565881.8609,NA,722314.0551,831956.1017,2248963.032,2504214.263,1540148.336,1536487.68,NA,NA,508293.9617,1827280.512,2602956.487,NA,NA,2759082.637,1394185.651,913084.9953,768283.041,1873108.369,1713830.097,2024991.733,791522.1237,836360.0066,582516.4475,740853.0855,1429048.224,1651886.37,1985017.528,2344944.402,923418.3528,680336.5961,1969202.356,NA,2752178.179,5541568.243,NA,1984819.701
"M761T477",760.5816332,477.351,NA,2949198.732,2802646.303,2937985.049,3060024.151,2378758.476,NA,2603740.098,3744366.328,2381807.016,NA,2082623.398,3748687.205,NA,2299730.024,2506605.899,3639111.728,10405458.45,2664360.357,NA,NA,1956565.469,NA,2245776.051,3009148.394,NA,2425385.868,1760985.769,1597005.571,2203429.406,2783451.292,6464849.02,NA,2994716.188,320872.0292,3931864.945,2988996.709,6188387.685,NA,3337295.671,3914169.165,3833504.589,3463160.805,NA,2588183.307,3664308.335,1669630.29,2545304.653,4194166.483,NA,3393549.506,NA,4071711.478,NA,3788765.318,2439982.874,NA,2426541.852,NA,NA,2526035.614,2708789.858,3698830.624,NA,NA,9108189.804,6456015.036,2641120.7,23264268.66,3414149.4,NA,NA,NA,6420120.369,NA,NA,3283548.109,2935044.2,3932775.713,3209116.797,3608505.626,2881265.209,NA,NA,NA,NA,NA,2945255.093,4610885.959,3656593.431,NA,NA,NA,NA,NA,NA,1236601.199,3012401.305,3088408.157,2662106.199,NA,2699626.289,1951574.369,NA,NA,NA,3426712.503,3287147.572,3040144.463,3355291.857,2663738.767,5399605.473,3981533.068,NA,2783314.531,2614185.946,2541950.397,2287009.448,2360379.174,2673471.359,NA,NA,2467758.045,NA,2523165.111,2785460.602,2640340.135,3240637.788,4135598.494,2537275.442,2881217.526,2616555.469,1153545.556,2269413.002,2441176.704,2140667.755,1494344.926,2746295.045,2736014.418,NA,2759462.964,2559662.773,NA,1715407.684,NA,NA,3363795.746,3535163.908,2256197.276,2752671.256,2820567.69,1867839.018,4230999.169,2972262.824,5115622.65,4015688.686,3760275.508,2241094.309,4552090.534,5427455.099,NA,3453239.436,3619657.307,3752317.445,1216432.35,2530163.33,2062230.382,NA,3792865.807,2515483.093,NA,NA,NA,3313145.482,1213979.684,2252227.097,3427744.391,3223466.943,2626302.896,2923582.79,1989761.412,2960710.706,NA,3961209.317,3739693.218,1526128.066,3057544.807,1331112.641,NA,2564151.804,2968680.503,4148984.325,NA,6022617.716,3210590.073,3573644.945,3407425.265,3525603.621,2192752.15,2469097.987,3457301.59,NA,2788869.493,2965951.17,3330822.399,2512959.787,NA,3334175.193,3840248.433,3467691.623,4285606.42,NA,2969280.658,2997308.632,NA,NA,NA
